,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,total_mn,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,total_em,Age_tier,distancehome_tier,JobRole_tier,MonthlyIncome_tier,YearsAtCompany_tier,TotalWorkingYear_tier
2776,32,0,2,2,15,3,2,1,1,6,2,101690,1.0,14,0,12.0,6,11,5,7,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,2,1,5,4,5
2777,54,0,2,1,25,1,3,0,1,2,1,48550,9.0,25,1,16.0,2,4,0,3,2,4,3.0,1.0,3.0,1.0,1.6666666666666667,3,1,3,3,2,5
2778,24,0,2,2,6,2,2,1,2,6,1,40870,0.0,20,3,4.0,1,3,0,2,3,4,3.5,1.0,3.0,2.0,2.0,0,3,1,3,2,2
2779,28,0,0,2,9,4,3,1,2,2,1,23670,1.0,13,0,5.0,2,5,0,4,2,3,2.5,2.0,3.0,4.0,3.0,0,3,3,1,3,3
2780,58,0,2,1,8,4,1,1,2,7,2,29720,0.0,14,0,38.0,2,37,1,8,4,3,3.5,4.0,3.0,2.0,3.0,3,3,1,2,5,5
2781,44,0,0,1,23,2,3,0,1,6,1,195860,4.0,16,0,17.0,3,3,1,2,2,3,2.5,2.0,2.0,4.0,2.6666666666666665,2,1,1,5,2,5
2782,37,1,2,0,9,3,0,1,2,0,0,54840,4.0,17,0,7.0,4,3,0,2,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,1,3,4,3,2,3
2783,32,0,2,0,12,2,0,0,1,8,2,20610,1.0,15,1,1.0,2,1,0,0,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,1,2,0,1,1,1
2784,20,1,1,2,4,4,1,0,2,0,2,99240,1.0,22,0,1.0,3,1,1,0,3,4,3.5,4.0,4.0,3.0,3.6666666666666665,4,4,4,4,1,1
2785,34,0,2,1,1,4,4,1,4,2,2,41980,1.0,22,1,16.0,2,16,2,10,2,4,3.0,1.0,3.0,3.0,2.3333333333333335,1,4,3,3,5,5
2786,37,0,0,2,24,2,1,1,1,6,0,68150,5.0,20,1,17.0,3,1,0,0,3,4,3.5,3.0,4.0,4.0,3.6666666666666665,1,1,1,4,1,5
2787,59,0,0,1,12,2,1,1,2,7,1,47230,9.0,14,0,30.0,0,3,2,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,3,2,1,3,2,5
2788,50,0,1,1,3,4,3,1,4,6,1,61420,3.0,13,2,28.0,3,8,0,7,2,3,2.5,1.0,2.0,2.0,1.6666666666666667,2,4,1,4,4,5
2789,25,1,2,2,10,1,2,1,2,5,2,82370,1.0,13,0,6.0,6,6,0,3,2,3,2.5,3.0,3.0,3.0,3.0,0,3,2,4,3,3
2790,25,0,2,1,26,3,5,1,1,2,1,88530,1.0,22,1,2.0,3,2,2,1,3,4,3.5,4.0,4.0,3.0,3.6666666666666665,0,1,3,4,2,2
2791,22,0,2,1,2,1,1,1,1,8,2,193310,1.0,12,1,1.0,2,0,0,0,3,3,3.0,2.0,4.0,3.0,3.0,0,4,0,5,1,1
2792,51,0,1,1,1,3,1,0,1,7,2,20730,3.0,14,1,23.0,4,13,12,8,3,3,3.0,1.0,1.0,2.0,1.3333333333333333,3,4,1,1,5,5
2793,34,1,1,0,4,4,1,0,5,7,2,55620,1.0,15,0,9.0,3,9,0,6,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,4,1,3,4,4
2794,54,0,0,1,9,3,1,1,1,2,2,196130,2.0,17,0,23.0,5,5,4,4,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,3,3,3,5,3,5
2795,24,0,2,1,2,1,1,1,2,2,1,34070,0.0,13,1,6.0,4,5,1,2,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,0,4,3,2,3,3
2796,34,0,2,2,4,3,2,0,2,8,0,50630,6.0,12,1,12.0,2,1,0,0,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,1,4,0,3,1,5
2797,37,0,2,2,6,1,5,1,1,2,2,46390,2.0,12,2,12.0,3,5,1,3,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,3,3,3,3,5
2798,34,0,2,2,9,2,3,1,2,0,2,48760,2.0,21,1,14.0,3,11,5,8,3,4,3.5,3.0,1.0,3.0,2.3333333333333335,1,3,4,3,4,5
2799,36,0,1,0,7,3,3,1,1,6,1,26900,0.0,11,0,10.0,1,9,2,8,3,3,3.0,2.0,4.0,3.0,3.0,1,3,1,2,4,4
2800,36,0,2,1,1,3,3,0,2,4,0,175670,5.0,13,0,7.0,6,1,0,0,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,4,2,5,1,3
2801,43,0,1,1,3,4,1,1,1,7,1,24080,1.0,12,1,25.0,3,25,4,12,3,3,3.0,3.0,4.0,4.0,3.6666666666666665,2,4,1,1,5,5
2802,30,0,1,1,10,3,1,0,3,0,0,28140,1.0,24,0,10.0,2,10,0,9,3,4,3.5,1.0,3.0,2.0,2.0,0,3,4,2,4,4
2803,33,0,0,2,7,3,1,1,2,7,1,112450,0.0,21,0,8.0,3,7,0,7,3,4,3.5,3.0,2.0,4.0,3.0,1,3,1,5,3,4
2804,56,1,2,1,15,3,1,1,2,2,1,33120,9.0,19,0,7.0,1,5,4,3,1,3,2.0,2.0,2.0,3.0,2.3333333333333335,3,2,3,2,3,3
2805,51,0,2,1,3,2,4,0,2,8,2,190490,7.0,14,1,23.0,2,20,15,15,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,3,4,0,5,5,5
2806,31,1,2,1,2,4,5,0,3,7,1,21410,4.0,20,0,12.0,2,7,7,7,3,4,3.5,2.0,3.0,2.0,2.3333333333333335,1,4,1,1,3,5
2807,26,0,2,2,17,3,3,0,2,3,1,57690,1.0,19,0,5.0,4,5,4,3,2,3,2.5,3.0,2.0,2.0,2.3333333333333335,0,2,3,3,3,3
2808,58,1,2,2,2,2,3,0,1,6,1,43850,1.0,13,1,40.0,2,40,15,6,2,3,2.5,4.0,4.0,2.0,3.3333333333333335,3,4,1,3,5,5
2809,19,1,2,1,5,2,1,1,1,3,2,53320,1.0,23,1,0.0,2,0,0,0,3,4,3.5,4.0,3.0,2.0,3.0,4,4,3,3,1,1
2810,22,0,2,2,29,4,5,1,1,7,1,46630,0.0,13,1,3.0,1,2,2,1,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,1,1,3,2,2
2811,49,0,2,1,2,3,1,0,1,7,1,47240,1.0,11,1,16.0,3,15,5,11,2,3,2.5,3.0,1.0,2.0,2.0,2,4,1,3,5,5
2812,43,0,1,2,2,2,1,1,1,7,2,32110,4.0,13,0,18.0,2,3,1,2,4,3,3.5,2.0,3.0,3.0,2.6666666666666665,2,4,1,2,2,5
2813,50,0,1,1,19,4,1,1,2,7,2,53770,4.0,14,1,16.0,3,2,2,1,4,3,3.5,3.0,4.0,3.0,3.3333333333333335,2,2,1,3,2,5
2814,31,1,2,1,15,1,3,0,2,7,1,40660,3.0,22,0,4.0,2,2,2,2,2,4,3.0,2.0,3.0,3.0,2.6666666666666665,1,2,1,3,2,2
2815,41,0,2,1,17,2,4,1,1,4,0,52080,3.0,11,3,12.0,2,9,0,7,1,3,2.0,3.0,3.0,3.0,3.0,2,2,2,3,4,5
2816,26,0,2,1,17,4,1,1,2,7,1,48770,1.0,13,1,8.0,5,8,5,7,4,3,3.5,3.0,3.0,3.0,3.0,0,2,1,3,4,4
2817,36,0,2,0,25,1,0,1,2,6,0,31170,6.0,21,1,7.0,2,3,0,1,4,4,4.0,2.0,2.0,3.0,2.3333333333333335,1,1,1,2,2,3
2818,51,1,1,1,6,3,1,0,1,3,2,15690,2.0,11,0,18.0,2,4,0,3,4,3,3.5,1.0,4.0,3.0,2.6666666666666665,3,3,3,1,2,5
2819,39,0,2,1,7,3,1,0,1,6,1,196580,4.0,13,1,17.0,3,15,5,9,4,3,3.5,4.0,3.0,4.0,3.6666666666666665,1,3,1,5,5,5
2820,25,0,2,2,29,1,3,0,3,6,1,30690,2.0,14,1,6.0,3,2,2,2,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,0,1,1,2,2,3
2821,30,0,2,1,21,1,3,1,2,2,1,104350,0.0,11,0,12.0,5,11,4,7,3,3,3.0,3.0,4.0,1.0,2.6666666666666665,0,1,3,5,4,5
2822,32,1,2,1,2,4,1,0,2,5,2,41480,7.0,15,0,10.0,0,5,0,4,2,3,2.5,1.0,1.0,4.0,2.0,1,4,2,3,3,4
2823,45,0,2,1,2,1,5,0,2,0,2,57680,5.0,23,1,9.0,4,6,0,3,3,4,3.5,3.0,4.0,2.0,3.0,2,4,4,3,3,4
2824,38,0,2,1,7,4,1,0,2,5,2,50420,3.0,16,1,19.0,4,3,2,2,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,3,2,3,2,5
2825,30,0,2,2,13,3,2,0,2,2,2,57700,1.0,16,1,5.0,2,5,0,4,4,3,3.5,1.0,3.0,2.0,2.0,0,2,3,3,3,3
2826,32,0,1,2,2,3,2,1,3,2,0,77560,0.0,21,0,9.0,3,8,0,7,3,4,3.5,4.0,4.0,4.0,4.0,1,4,3,4,4,4
2827,30,0,2,1,1,3,3,0,3,7,0,103060,5.0,13,0,8.0,5,3,2,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,0,4,1,5,2,4
2828,30,0,2,2,9,3,3,1,2,6,2,39360,0.0,11,1,6.0,3,5,1,2,3,3,3.0,2.0,4.0,3.0,3.0,0,3,1,3,3,3
2829,41,0,1,2,10,2,3,0,3,4,0,79450,4.0,12,1,21.0,6,7,7,7,2,3,2.5,4.0,1.0,2.0,2.3333333333333335,2,3,2,4,3,5
2830,41,0,2,1,10,4,3,1,4,6,1,57430,2.0,12,3,7.0,2,5,1,4,4,3,3.5,3.0,1.0,3.0,2.3333333333333335,2,3,1,3,3,3
2831,19,0,2,1,1,3,4,0,5,4,2,152020,1.0,18,3,1.0,2,1,0,0,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,4,4,2,5,1,1
2832,40,0,1,1,26,4,3,1,2,4,0,54400,1.0,12,1,20.0,2,20,2,13,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,1,1,2,3,5,5
2833,35,0,2,2,8,1,2,0,3,2,1,37600,1.0,14,3,10.0,2,10,0,6,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,1,3,3,3,4,4
2834,53,0,2,2,14,2,1,0,5,4,1,35170,2.0,12,1,13.0,1,7,4,5,2,3,2.5,2.0,3.0,1.0,2.0,3,2,2,3,3,5
2835,45,0,2,2,1,4,5,1,1,6,0,25800,8.0,17,3,20.0,3,17,0,15,3,3,3.0,2.0,2.0,1.0,1.6666666666666667,2,4,1,2,5,5
2836,32,0,1,2,2,2,1,0,1,4,2,21660,1.0,19,1,9.0,4,9,3,7,1,3,2.0,2.0,4.0,3.0,3.0,1,4,2,1,4,4
2837,29,0,0,1,10,4,5,1,3,0,1,58690,1.0,11,1,10.0,6,10,0,9,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,0,3,4,3,4,4
2838,51,0,2,1,1,3,4,0,3,5,1,80080,2.0,15,1,10.0,4,1,0,0,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,3,4,2,4,1,4
2839,58,0,2,2,3,3,2,0,1,6,1,52060,4.0,11,3,9.0,4,1,0,0,1,3,2.0,2.0,2.0,2.0,2.0,3,4,1,3,1,4
2840,40,0,2,1,11,2,5,1,4,2,1,52950,7.0,18,0,15.0,4,12,2,11,3,3,3.0,3.0,4.0,2.0,3.0,1,2,3,3,5,5
2841,34,0,1,2,24,4,2,1,2,4,1,164130,6.0,16,0,6.0,1,4,1,2,3,3,3.0,3.0,3.0,3.0,3.0,1,1,2,5,2,3
2842,22,0,2,1,3,3,3,1,1,2,1,132690,1.0,25,1,2.0,2,2,2,2,3,4,3.5,3.0,4.0,3.0,3.3333333333333335,0,4,3,5,2,2
2843,27,0,0,1,3,3,3,1,1,0,0,27830,6.0,16,1,6.0,2,2,2,2,4,3,3.5,4.0,2.0,1.0,2.3333333333333335,0,4,4,2,2,3
2844,28,0,2,2,4,4,1,1,2,0,1,54330,1.0,13,1,5.0,4,5,0,2,2,3,2.5,3.0,4.0,1.0,2.6666666666666665,0,4,4,3,3,3
2845,57,0,2,1,3,3,1,1,2,4,0,20130,3.0,14,1,12.0,5,5,1,4,3,3,3.0,3.0,4.0,1.0,2.6666666666666665,3,4,2,1,3,5
2846,27,0,0,1,2,3,1,1,1,4,0,139660,1.0,19,0,1.0,1,1,0,1,3,3,3.0,3.0,3.0,2.0,2.6666666666666665,0,4,2,5,1,1
2847,50,0,2,1,4,3,1,0,2,4,2,43740,3.0,15,1,21.0,5,5,4,4,4,3,3.5,3.0,2.0,3.0,2.6666666666666665,2,4,2,3,3,5
2848,41,0,2,2,7,4,2,1,4,2,0,68420,4.0,12,1,13.0,3,9,1,8,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,2,3,3,4,4,5
2849,30,0,2,0,1,4,0,0,1,3,1,174260,2.0,12,1,12.0,0,10,7,4,2,3,2.5,2.0,4.0,3.0,3.0,0,4,3,5,4,5
2850,38,0,2,2,1,1,3,1,2,2,2,176030,4.0,16,0,12.0,0,8,0,7,2,3,2.5,1.0,4.0,4.0,3.0,1,4,3,5,4,5
2851,32,0,2,1,20,3,3,0,1,4,2,45810,3.0,14,1,8.0,3,5,1,4,3,3,3.0,3.0,3.0,3.0,3.0,1,2,2,3,3,4
2852,27,0,2,1,5,4,3,1,2,0,1,47350,0.0,13,0,6.0,2,5,1,1,3,3,3.0,3.0,2.0,2.0,2.3333333333333335,0,4,4,3,3,3
2853,19,1,1,1,10,2,1,1,2,0,2,41870,0.0,22,1,1.0,4,0,0,0,3,4,3.5,3.0,1.0,4.0,2.6666666666666665,4,3,4,3,1,1
2854,36,0,1,2,25,3,2,0,2,5,2,55050,4.0,21,2,13.0,3,8,7,2,3,4,3.5,4.0,2.0,2.0,2.6666666666666665,1,1,2,3,4,5
2855,30,0,0,2,1,3,3,0,1,7,0,54700,1.0,18,1,12.0,2,12,6,10,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,4,1,3,5,5
2856,45,0,2,1,24,2,3,1,2,7,0,54760,4.0,13,1,9.0,3,5,0,3,3,3,3.0,3.0,1.0,4.0,2.6666666666666665,2,1,1,3,3,4
2857,56,0,2,1,4,3,1,1,4,3,0,25870,4.0,12,0,19.0,2,2,2,2,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,3,4,3,2,2,5
2858,33,0,2,1,2,2,3,1,1,7,2,24400,0.0,18,3,4.0,4,3,0,2,3,3,3.0,3.0,4.0,4.0,3.6666666666666665,1,4,1,1,2,2
2859,19,1,2,1,8,2,1,1,2,7,2,159720,1.0,21,0,1.0,2,1,1,0,3,4,3.5,2.0,4.0,2.0,2.6666666666666665,4,3,1,5,1,1
2860,46,0,2,1,10,3,5,0,2,2,0,153790,1.0,12,0,24.0,1,24,15,7,1,3,2.0,2.0,1.0,3.0,2.0,2,3,3,5,5,5
2861,38,0,2,2,4,4,1,1,1,4,2,70820,1.0,14,0,2.0,3,2,2,1,4,3,3.5,3.0,4.0,3.0,3.3333333333333335,1,4,2,4,2,2
2862,31,0,2,2,2,5,1,1,2,8,1,27280,8.0,11,0,7.0,3,4,0,2,4,3,3.5,3.0,4.0,3.0,3.3333333333333335,1,4,0,2,2,3
2863,34,0,2,2,9,3,2,0,2,3,2,53680,2.0,14,1,9.0,2,3,1,2,3,3,3.0,4.0,2.0,3.0,3.0,1,3,3,3,2,4
2864,41,1,2,1,18,4,1,1,5,2,2,53470,1.0,24,1,4.0,1,4,0,2,3,4,3.5,2.0,2.0,2.0,2.0,2,2,3,3,2,2
2865,50,0,2,2,19,4,2,1,3,7,1,31950,2.0,11,0,5.0,4,3,0,2,2,3,2.5,3.0,3.0,2.0,2.6666666666666665,2,2,1,2,2,3
2866,53,0,2,2,1,2,1,1,1,3,0,39890,1.0,13,0,5.0,2,4,1,3,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,3,4,3,3,2,3
2867,33,0,2,1,4,3,1,1,1,1,1,33060,1.0,11,3,8.0,6,8,1,6,1,3,2.0,4.0,2.0,3.0,3.0,1,4,4,2,4,4
2868,40,0,2,1,11,3,1,0,2,7,1,70050,1.0,20,2,21.0,2,20,9,9,3,4,3.5,4.0,3.0,3.0,3.3333333333333335,1,2,1,4,5,5
2869,55,0,2,1,6,1,1,0,2,2,2,26550,8.0,17,0,36.0,0,24,2,15,2,3,2.5,3.0,2.0,3.0,2.6666666666666665,3,3,3,2,5,5
2870,34,0,1,0,7,4,4,0,1,6,1,13930,1.0,11,2,10.0,4,10,1,9,4,3,3.5,4.0,3.0,2.0,3.0,1,3,1,1,4,4
2871,51,0,2,0,4,2,0,1,2,8,2,25700,3.0,18,0,21.0,2,7,1,0,3,3,3.0,4.0,2.0,3.0,3.0,3,4,0,2,3,5
2872,52,0,2,1,2,4,3,0,2,8,1,35370,0.0,11,1,34.0,3,33,11,9,3,3,3.0,3.0,3.0,3.0,3.0,3,4,0,3,5,5
2873,27,0,2,2,15,3,2,1,1,6,2,39860,1.0,12,2,7.0,3,7,0,3,3,3,3.0,4.0,2.0,2.0,2.6666666666666665,0,2,1,3,3,3
2874,35,1,2,1,2,4,1,0,2,5,1,108830,3.0,12,0,8.0,3,1,0,1,4,3,3.5,2.0,3.0,3.0,2.6666666666666665,1,4,2,5,1,4
2876,45,0,0,1,9,2,3,0,1,7,1,95250,9.0,19,0,22.0,3,20,11,8,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,2,3,1,4,5,5
2877,37,0,2,1,7,3,1,0,1,6,1,29290,1.0,12,0,8.0,2,8,1,7,1,3,2.0,2.0,1.0,2.0,1.6666666666666667,1,3,1,2,4,4
2878,35,0,1,1,1,3,4,1,2,5,2,22750,5.0,13,0,10.0,2,6,1,2,4,3,3.5,2.0,2.0,3.0,2.3333333333333335,1,4,2,1,3,4
2879,42,0,0,1,1,1,5,1,2,7,0,78790,2.0,11,1,11.0,2,5,0,2,3,3,3.0,3.0,3.0,3.0,3.0,2,4,1,4,3,4
2880,38,0,2,2,8,2,2,1,5,6,1,49300,9.0,14,0,14.0,0,1,0,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,3,1,3,1,5
2881,38,0,2,0,25,1,0,0,1,4,1,78470,3.0,14,1,9.0,3,7,1,7,4,3,3.5,4.0,4.0,1.0,3.0,1,1,2,4,3,4
2882,27,0,1,1,13,4,3,1,1,3,1,44010,5.0,13,0,6.0,4,2,2,0,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,0,2,3,3,2,3
2883,49,0,0,1,23,1,4,0,2,7,0,92410,1.0,19,1,7.0,5,7,1,7,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,2,1,1,4,3,3
2884,34,0,1,1,7,2,3,1,4,8,0,29740,1.0,23,0,5.0,2,5,2,0,3,4,3.5,4.0,3.0,4.0,3.6666666666666665,1,3,0,2,3,3
2885,40,0,2,1,23,3,3,0,1,2,1,45020,8.0,12,2,15.0,0,7,3,7,2,3,2.5,3.0,4.0,4.0,3.6666666666666665,1,1,3,3,3,5
2886,38,1,2,2,6,4,1,0,3,6,1,107480,7.0,15,0,17.0,3,1,0,0,3,3,3.0,2.0,1.0,3.0,2.0,1,3,1,5,1,5
2887,29,1,2,2,10,2,1,0,2,6,1,15550,1.0,19,2,10.0,2,10,1,9,3,3,3.0,2.0,4.0,2.0,2.6666666666666665,0,3,1,1,4,4
2888,22,0,2,1,1,3,1,0,4,0,0,129360,1.0,11,2,4.0,3,4,2,2,3,3,3.0,4.0,2.0,2.0,2.6666666666666665,0,4,4,5,2,2
2889,36,0,1,1,1,3,1,0,2,2,2,23050,1.0,17,0,8.0,3,8,1,7,3,3,3.0,2.0,4.0,3.0,3.0,1,4,3,1,4,4
2890,40,0,0,1,28,2,1,1,1,4,1,167040,9.0,22,0,5.0,2,3,0,2,4,4,4.0,4.0,4.0,1.0,3.0,1,1,2,5,2,3
2891,46,0,2,1,25,1,3,1,5,6,0,34330,7.0,18,0,17.0,3,4,0,3,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,2,1,1,2,2,5
2892,32,1,2,1,5,3,3,1,1,0,1,34770,1.0,11,0,14.0,2,14,9,8,4,3,3.5,4.0,4.0,2.0,3.3333333333333335,1,4,4,2,5,5
2893,30,0,0,1,17,4,1,1,2,0,2,64300,1.0,12,1,12.0,2,11,5,8,2,3,2.5,3.0,3.0,3.0,3.0,0,2,4,4,4,5
2894,27,0,1,1,18,2,3,0,1,2,2,65160,1.0,19,1,7.0,4,7,0,7,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,2,3,4,3,3
2895,51,0,2,1,2,1,3,0,1,4,1,39070,5.0,13,0,16.0,2,10,4,7,3,3,3.0,2.0,2.0,1.0,1.6666666666666667,3,4,2,3,4,5
2896,30,1,2,1,10,4,1,0,2,6,2,55620,5.0,13,0,8.0,3,5,0,4,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,0,3,1,3,3,4
2897,41,0,2,1,1,3,1,1,2,1,2,68830,3.0,19,2,16.0,3,1,0,0,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,2,4,4,4,1,5
2899,29,1,2,1,2,3,1,1,1,7,2,49780,0.0,13,0,7.0,3,6,1,5,2,3,2.5,3.0,3.0,2.0,2.6666666666666665,0,4,1,3,3,3
2900,45,0,0,1,2,3,3,0,2,6,2,103680,6.0,12,2,23.0,2,19,12,8,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,2,4,1,5,5,5
2901,54,0,2,2,8,2,2,0,2,2,1,61340,2.0,19,0,16.0,2,6,0,5,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,3,3,3,4,3,5
2902,36,0,2,1,16,4,1,1,1,0,2,67350,8.0,25,2,16.0,3,13,3,7,2,4,3.0,4.0,2.0,4.0,3.3333333333333335,1,2,4,4,5,5
2903,33,0,2,2,9,1,4,0,3,7,1,32950,6.0,22,2,7.0,2,3,1,1,3,4,3.5,3.0,2.0,3.0,2.6666666666666665,1,3,1,2,2,3
2904,37,0,1,2,2,4,1,1,2,2,0,52380,1.0,15,1,10.0,5,10,0,7,3,3,3.0,2.0,4.0,3.0,3.0,1,4,3,3,4,4
2905,38,0,2,1,1,2,3,1,4,2,0,64720,0.0,12,0,17.0,4,16,5,13,3,3,3.0,1.0,3.0,2.0,2.0,1,4,3,4,5,5
2906,31,0,0,2,4,1,3,0,3,6,1,96100,0.0,11,1,6.0,2,5,1,4,2,3,2.5,3.0,3.0,3.0,3.0,1,4,1,4,3,3
2907,59,0,2,1,5,3,1,0,3,3,1,198330,3.0,13,0,7.0,2,1,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,3,4,3,5,1,3
2908,37,0,1,2,2,3,2,0,2,2,0,97560,4.0,19,0,13.0,2,9,5,8,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,4,3,4,4,5
2909,29,0,1,2,15,4,3,0,1,7,1,49680,1.0,19,3,11.0,4,11,4,1,3,3,3.0,2.0,4.0,3.0,3.0,0,2,1,3,4,4
2910,35,0,1,1,19,3,1,0,1,7,2,21450,1.0,13,0,10.0,6,10,0,8,2,3,2.5,3.0,3.0,4.0,3.3333333333333335,1,2,1,1,4,4
2911,29,1,2,1,7,1,1,0,1,6,2,21800,1.0,21,0,4.0,2,4,0,1,3,4,3.5,3.0,4.0,2.0,3.0,0,3,1,1,2,2
2912,52,0,2,1,1,2,3,0,4,3,2,83460,7.0,14,0,6.0,5,2,2,2,3,3,3.0,3.0,4.0,2.0,3.0,3,4,3,4,2,3
2913,42,0,2,1,7,4,1,0,2,7,1,34450,1.0,11,2,22.0,2,22,11,15,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,2,3,1,2,5,5
2914,59,0,2,1,4,4,5,1,1,0,1,27600,8.0,11,0,7.0,3,2,2,2,4,3,3.5,2.0,3.0,2.0,2.3333333333333335,3,4,4,2,2,3
2915,50,0,2,1,11,2,1,1,2,7,0,62940,3.0,23,1,32.0,2,7,0,6,4,4,4.0,4.0,4.0,2.0,3.3333333333333335,2,2,1,4,3,5
2916,33,1,2,2,11,4,2,1,1,6,1,71400,5.0,21,0,8.0,2,5,0,4,2,4,3.0,3.0,4.0,1.0,2.6666666666666665,1,2,1,4,3,4
2917,43,0,2,2,1,3,2,0,2,4,1,29320,5.0,24,0,22.0,3,17,1,9,3,4,3.5,4.0,4.0,3.0,3.6666666666666665,2,4,2,2,5,5
2918,33,1,2,2,1,3,1,1,2,3,1,51470,7.0,11,0,13.0,2,9,1,7,3,3,3.0,1.0,1.0,4.0,2.0,1,4,3,3,4,5
2919,52,0,0,1,2,3,5,1,1,7,2,45070,1.0,14,0,33.0,3,33,15,12,2,3,2.5,1.0,3.0,4.0,2.6666666666666665,3,4,1,3,5,5
2920,32,0,2,0,13,4,1,0,3,4,1,85640,2.0,16,1,6.0,2,4,1,2,2,3,2.5,3.0,2.0,3.0,2.6666666666666665,1,2,2,4,2,3
2921,32,1,2,2,23,1,1,1,3,0,2,24680,0.0,11,0,4.0,2,3,1,2,3,3,3.0,4.0,3.0,1.0,2.6666666666666665,1,1,4,1,2,2
2922,39,0,2,2,26,4,1,1,2,5,0,81610,7.0,12,1,7.0,2,3,1,2,4,3,3.5,3.0,3.0,3.0,3.0,1,1,2,4,2,3
2923,32,0,0,2,2,4,2,1,4,6,1,21090,0.0,13,1,4.0,3,3,2,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,1,4,1,1,2,2
2924,41,0,2,2,29,3,1,0,2,2,0,52940,2.0,15,0,17.0,3,1,0,0,2,3,2.5,3.0,1.0,2.0,2.0,2,1,3,3,1,5
2926,45,0,2,1,18,1,1,0,2,8,1,58110,0.0,14,0,25.0,4,24,1,7,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,2,2,0,3,5,5
2927,31,0,1,1,7,4,3,1,1,6,0,24370,9.0,14,1,9.0,3,2,2,2,4,3,3.5,2.0,3.0,3.0,2.6666666666666665,1,3,1,1,2,4
2928,33,0,2,1,2,4,1,0,1,7,1,27660,1.0,12,1,2.0,2,2,0,2,3,3,3.0,3.0,4.0,2.0,3.0,1,4,1,2,2,2
2929,34,0,2,1,26,3,4,0,1,7,1,190380,6.0,13,0,13.0,3,11,5,9,2,3,2.5,4.0,1.0,3.0,2.6666666666666665,1,1,1,5,4,5
2930,37,0,2,1,22,5,3,0,2,4,1,30550,2.0,14,3,17.0,3,3,0,2,3,3,3.0,3.0,1.0,2.0,2.0,1,1,2,2,2,5
2931,45,0,1,2,21,1,2,1,3,6,1,22890,4.0,13,0,9.0,3,3,0,2,2,3,2.5,1.0,3.0,3.0,2.3333333333333335,2,1,1,1,2,4
2932,37,1,1,2,2,3,2,1,1,2,0,40010,6.0,11,1,17.0,2,1,0,0,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,4,3,3,1,5
2933,39,0,1,1,22,3,3,0,1,4,2,129650,0.0,19,1,20.0,2,19,11,8,3,3,3.0,3.0,3.0,3.0,3.0,1,1,2,5,5,5
2934,29,0,2,2,4,3,4,0,2,1,2,35390,1.0,18,0,6.0,2,6,1,5,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,0,4,4,3,3,3
2935,42,0,2,1,5,4,3,0,1,6,2,60290,3.0,17,1,10.0,5,3,0,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,2,4,1,4,2,4
